i,Date,simWSL_Py,simQmn_Py,simQbr_Py
64,1981-03-06,258.158,870.391,0
65,1981-03-07,258.162,869.486,0
66,1981-03-08,258.165,868.615,0
67,1981-03-09,258.169,867.777,0
68,1981-03-10,258.17,866.974,0
69,1981-03-11,258.17,866.205,0
70,1981-03-12,258.171,865.471,0
71,1981-03-13,258.172,864.772,0
72,1981-03-14,258.174,864.108,0
73,1981-03-15,258.177,863.479,0
74,1981-03-16,258.177,862.885,0
75,1981-03-17,258.179,862.327,0
76,1981-03-18,258.184,861.805,0
77,1981-03-19,258.19,861.319,0
78,1981-03-20,258.191,860.87,0
79,1981-03-21,258.186,860.456,0
80,1981-03-22,258.183,860.079,0
81,1981-03-23,258.184,859.738,0
82,1981-03-24,258.186,859.434,0
83,1981-03-25,258.188,859.166,0
84,1981-03-26,258.187,858.935,0
85,1981-03-27,258.189,858.741,0
86,1981-03-28,258.193,858.584,0
87,1981-03-29,258.2,858.464,0
88,1981-03-30,258.201,858.381,0
89,1981-03-31,258.202,858.334,0
90,1981-04-01,258.207,858.325,0
91,1981-04-02,258.207,858.353,0
92,1981-04-03,258.203,858.418,0
93,1981-04-04,258.199,858.519,0
94,1981-04-05,258.196,858.658,0
95,1981-04-06,258.199,858.834,0
96,1981-04-07,258.213,859.046,0
97,1981-04-08,258.23,859.295,0
98,1981-04-09,258.234,859.581,0
99,1981-04-10,258.233,859.904,0
100,1981-04-11,258.237,860.263,0
101,1981-04-12,258.244,860.658,0
102,1981-04-13,258.25,861.09,0
103,1981-04-14,258.25,861.558,0
104,1981-04-15,258.25,862.062,0
105,1981-04-16,258.255,862.602,0
106,1981-04-17,258.262,863.178,0
107,1981-04-18,258.263,863.789,0
108,1981-04-19,258.26,864.435,0
109,1981-04-20,258.258,865.117,0
110,1981-04-21,258.257,865.834,0
111,1981-04-22,258.256,866.585,0
112,1981-04-23,258.258,867.372,0
113,1981-04-24,258.258,868.192,0
114,1981-04-25,258.255,869.046,0
115,1981-04-26,258.252,869.935,0
116,1981-04-27,258.251,870.857,0
117,1981-04-28,258.252,871.812,0
118,1981-04-29,258.25,872.8,0
119,1981-04-30,258.247,873.821,0
120,1981-05-01,258.246,874.874,0
121,1981-05-02,258.249,875.959,0
122,1981-05-03,258.255,877.077,0
123,1981-05-04,258.258,878.225,0
124,1981-05-05,258.259,879.405,0
125,1981-05-06,258.259,880.615,0
126,1981-05-07,258.265,881.856,0
127,1981-05-08,258.274,883.127,0
128,1981-05-09,258.282,884.428,0
129,1981-05-10,258.288,885.757,0
130,1981-05-11,258.294,887.116,0
131,1981-05-12,258.307,888.503,0
132,1981-05-13,258.329,889.918,0
133,1981-05-14,258.358,891.361,0
134,1981-05-15,258.387,892.831,0
135,1981-05-16,258.413,894.328,0
136,1981-05-17,258.436,895.851,0
137,1981-05-18,258.455,897.4,0
138,1981-05-19,258.473,898.975,0
139,1981-05-20,258.492,900.574,0
140,1981-05-21,258.512,902.198,0
141,1981-05-22,258.535,903.846,0
142,1981-05-23,258.547,905.517,0
143,1981-05-24,258.554,907.212,0
144,1981-05-25,258.563,908.928,0
145,1981-05-26,258.571,910.667,0
146,1981-05-27,258.578,912.428,0
147,1981-05-28,258.582,914.209,0
148,1981-05-29,258.588,916.011,0
149,1981-05-30,258.594,917.833,0
150,1981-05-31,258.6,919.674,0
151,1981-06-01,258.605,921.534,0
152,1981-06-02,258.607,923.412,0
153,1981-06-03,258.603,925.308,0
154,1981-06-04,258.596,927.221,0
155,1981-06-05,258.601,929.15,0
156,1981-06-06,258.626,931.096,0
157,1981-06-07,258.636,933.057,0
158,1981-06-08,258.647,935.033,0
159,1981-06-09,258.655,937.023,0
160,1981-06-10,258.661,939.027,0
161,1981-06-11,258.661,941.044,0
162,1981-06-12,258.662,943.074,0
163,1981-06-13,258.664,945.115,0
164,1981-06-14,258.663,947.168,0
165,1981-06-15,258.659,949.231,0
166,1981-06-16,258.652,951.304,0
167,1981-06-17,258.645,953.387,0
168,1981-06-18,258.638,955.479,0
169,1981-06-19,258.631,957.579,0
170,1981-06-20,258.622,959.686,0
171,1981-06-21,258.614,961.8,0
172,1981-06-22,258.603,963.921,0
173,1981-06-23,258.594,966.048,0
174,1981-06-24,258.587,968.179,0
175,1981-06-25,258.582,970.315,0
176,1981-06-26,258.576,972.455,0
177,1981-06-27,258.572,974.598,0
178,1981-06-28,258.574,976.744,0
179,1981-06-29,258.567,978.891,0
180,1981-06-30,258.555,981.04,0
181,1981-07-01,258.548,983.189,0
182,1981-07-02,258.546,985.338,0
183,1981-07-03,258.58,987.487,0
184,1981-07-04,258.576,989.634,0
185,1981-07-05,258.57,991.78,0
186,1981-07-06,258.558,993.923,0
187,1981-07-07,258.534,996.063,0
188,1981-07-08,258.518,998.199,0
189,1981-07-09,258.519,1000.33,0
190,1981-07-10,258.524,1002.457,0
191,1981-07-11,258.523,1004.578,0
192,1981-07-12,258.515,1006.692,0
193,1981-07-13,258.506,1008.799,0
194,1981-07-14,258.493,1010.899,0
195,1981-07-15,258.477,1012.991,0
196,1981-07-16,258.461,1015.074,0
197,1981-07-17,258.452,1017.147,0
198,1981-07-18,258.441,1019.21,0
199,1981-07-19,258.432,1021.263,0
200,1981-07-20,258.421,1023.304,0
201,1981-07-21,258.4,1025.334,0
202,1981-07-22,258.382,1027.351,0
203,1981-07-23,258.367,1029.355,0
204,1981-07-24,258.367,1031.345,0
205,1981-07-25,258.372,1033.321,0
206,1981-07-26,258.358,1035.282,0
207,1981-07-27,258.341,1037.228,0
208,1981-07-28,258.323,1039.157,0
209,1981-07-29,258.314,1041.07,0
210,1981-07-30,258.299,1042.966,0
211,1981-07-31,258.279,1044.844,0
212,1981-08-01,258.256,1046.704,0
213,1981-08-02,258.236,1048.545,0
214,1981-08-03,258.218,1050.367,0
215,1981-08-04,258.203,1052.169,0
216,1981-08-05,258.193,1053.95,0
217,1981-08-06,258.182,1055.711,0
218,1981-08-07,258.17,1057.45,0
219,1981-08-08,258.155,1059.166,0
220,1981-08-09,258.132,1060.861,0
221,1981-08-10,258.108,1062.532,0
222,1981-08-11,258.086,1064.18,0
223,1981-08-12,258.06,1065.804,0
224,1981-08-13,258.032,1067.403,0
225,1981-08-14,258.017,1068.978,0
226,1981-08-15,257.998,1070.527,0
227,1981-08-16,257.98,1072.05,0
228,1981-08-17,257.965,1073.547,0
229,1981-08-18,257.949,1075.017,0
230,1981-08-19,257.931,1076.46,0
231,1981-08-20,257.91,1077.875,0
232,1981-08-21,257.889,1079.262,0
233,1981-08-22,257.87,1080.621,0
234,1981-08-23,257.85,1081.95,0
235,1981-08-24,257.831,1083.251,0
236,1981-08-25,257.81,1084.522,0
237,1981-08-26,257.786,1085.763,0
238,1981-08-27,257.76,1086.973,0
239,1981-08-28,257.73,1088.153,0
240,1981-08-29,257.705,1089.301,0
241,1981-08-30,257.688,1090.419,0
242,1981-08-31,257.678,1091.504,0
243,1981-09-01,257.665,1092.557,0
244,1981-09-02,257.645,1093.578,0
245,1981-09-03,257.643,1094.566,0
246,1981-09-04,257.64,1095.521,0
247,1981-09-05,257.618,1096.443,0
248,1981-09-06,257.606,1097.332,0
249,1981-09-07,257.595,1098.186,0
250,1981-09-08,257.583,1099.006,0
251,1981-09-09,257.561,1099.793,0
252,1981-09-10,257.538,1100.544,0
253,1981-09-11,257.525,1101.261,0
254,1981-09-12,257.513,1101.943,0
255,1981-09-13,257.502,1102.589,0
256,1981-09-14,257.477,1103.2,0
257,1981-09-15,257.445,1103.776,0
258,1981-09-16,257.418,1104.316,0
259,1981-09-17,257.394,1104.82,0
260,1981-09-18,257.38,1105.288,0
261,1981-09-19,257.364,1105.72,0
262,1981-09-20,257.335,1106.115,0
263,1981-09-21,257.301,1106.474,0
264,1981-09-22,257.272,1106.797,0
265,1981-09-23,257.255,1107.083,0
266,1981-09-24,257.256,1107.332,0
267,1981-09-25,257.247,1107.544,0
268,1981-09-26,257.224,1107.72,0
269,1981-09-27,257.187,1107.859,0
270,1981-09-28,257.147,1107.96,0
271,1981-09-29,257.109,1108.025,0
272,1981-09-30,257.076,1108.053,0
273,1981-10-01,257.05,1108.044,0
274,1981-10-02,257.026,1107.997,0
275,1981-10-03,257.011,930.61,0
276,1981-10-04,257.007,842.326,0
277,1981-10-05,257.005,788.134,0
278,1981-10-06,256.999,651.723,0
279,1981-10-07,256.995,569.482,0
280,1981-10-08,256.995,554.744,0
281,1981-10-09,256.993,521.282,0
282,1981-10-10,256.995,566.061,0
283,1981-10-11,257.004,772.136,0
284,1981-10-12,257.002,732.97,0
285,1981-10-13,257.013,963.174,0
286,1981-10-14,257.025,1104.573,0
287,1981-10-15,257.014,999.007,0
288,1981-10-16,257.011,914.258,0
289,1981-10-17,257.015,1021.449,0
290,1981-10-18,257.014,1000.149,0
291,1981-10-19,257.005,782.871,0
292,1981-10-20,257.002,711.046,0
293,1981-10-21,256.998,618.753,0
294,1981-10-22,256.989,419.302,0
295,1981-10-23,256.988,393.297,0
296,1981-10-24,256.988,403.975,0
297,1981-10-25,256.996,575.87,0
298,1981-10-26,256.999,638.93,0
299,1981-10-27,256.997,610.849,0
300,1981-10-28,256.994,543.152,0
301,1981-10-29,256.992,486.852,0
302,1981-10-30,256.998,627.323,0
303,1981-10-31,257.013,957.982,0
304,1981-11-01,257.008,841.098,0
305,1981-11-02,257.001,681.817,0
306,1981-11-03,257.002,717.649,0
307,1981-11-04,257.002,704.878,0
308,1981-11-05,257.006,799.541,0
309,1981-11-06,257.006,788.027,0
310,1981-11-07,257.005,766.525,0
311,1981-11-08,257.01,877.628,0
312,1981-11-09,257.004,757.061,0
313,1981-11-10,256.998,627.025,0
314,1981-11-11,256.999,631.288,0
315,1981-11-12,256.997,596.349,0
316,1981-11-13,256.995,556.138,0
317,1981-11-14,257.0,651.27,0
318,1981-11-15,257.007,805.209,0
319,1981-11-16,257.011,892.74,0
320,1981-11-17,257.024,1068.194,0
321,1981-11-18,257.013,941.713,0
322,1981-11-19,257.0,652.037,0
323,1981-11-20,256.996,560.812,0
324,1981-11-21,256.999,627.831,0
325,1981-11-22,257.004,732.412,0
326,1981-11-23,257.006,768.633,0
327,1981-11-24,257.009,831.521,0
328,1981-11-25,257.006,774.824,0
329,1981-11-26,257.003,712.12,0
330,1981-11-27,257.002,687.669,0
331,1981-11-28,257.002,694.898,0
332,1981-11-29,257.003,695.134,0
333,1981-11-30,257.006,770.322,0
334,1981-12-01,257.01,847.407,0
335,1981-12-02,257.004,727.243,0
336,1981-12-03,257.004,717.952,0
337,1981-12-04,257.008,801.907,0
338,1981-12-05,257.01,851.931,0
339,1981-12-06,257.009,816.548,0
340,1981-12-07,257.005,742.668,0
341,1981-12-08,257.002,677.184,0
342,1981-12-09,256.998,590.649,0
343,1981-12-10,257.0,619.525,0
344,1981-12-11,257.003,692.335,0
345,1981-12-12,257.011,846.587,0
346,1981-12-13,257.006,759.575,0
347,1981-12-14,257.005,733.531,0
348,1981-12-15,257.008,796.785,0
349,1981-12-16,257.009,803.9,0
350,1981-12-17,257.007,759.641,0
351,1981-12-18,257.005,716.521,0
352,1981-12-19,257.004,694.294,0
353,1981-12-20,257.003,677.635,0
354,1981-12-21,257.007,754.074,0
355,1981-12-22,257.009,800.062,0
356,1981-12-23,257.008,773.357,0
357,1981-12-24,257.008,774.96,0
358,1981-12-25,257.008,777.119,0
359,1981-12-26,257.007,745.886,0
360,1981-12-27,257.008,764.434,0
361,1981-12-28,257.007,750.474,0
362,1981-12-29,257.006,724.649,0
363,1981-12-30,257.007,736.49,0
364,1981-12-31,257.006,714.391,0
365,1982-01-01,257.005,699.009,0
366,1982-01-02,257.005,688.991,0
367,1982-01-03,257.002,644.858,0
368,1982-01-04,257.002,635.52,0
369,1982-01-05,257.006,708.507,0
370,1982-01-06,257.011,806.69,0
371,1982-01-07,257.008,747.148,0
372,1982-01-08,257.005,692.766,0
373,1982-01-09,257.006,706.326,0
374,1982-01-10,257.007,732.71,0
375,1982-01-11,257.007,722.755,0
376,1982-01-12,257.004,658.599,0
377,1982-01-13,257.002,623.962,0
378,1982-01-14,257.0,587.063,0
379,1982-01-15,257.002,629.707,0
380,1982-01-16,257.002,626.179,0
381,1982-01-17,257.002,624.782,0
382,1982-01-18,257.004,646.309,0
383,1982-01-19,257.002,616.221,0
384,1982-01-20,257.002,618.729,0
385,1982-01-21,257.001,586.044,0
386,1982-01-22,257.003,635.417,0
387,1982-01-23,257.009,746.408,0
388,1982-01-24,257.014,838.227,0
389,1982-01-25,257.015,849.547,0
390,1982-01-26,257.01,761.3,0
391,1982-01-27,257.011,774.604,0
392,1982-01-28,257.017,883.058,0
393,1982-01-29,257.011,767.675,0
394,1982-01-30,257.006,673.257,0
395,1982-01-31,257.002,607.265,0
396,1982-02-01,257.001,577.146,0
397,1982-02-02,257.002,592.278,0
398,1982-02-03,257.005,657.745,0
399,1982-02-04,257.009,723.517,0
400,1982-02-05,257.008,701.712,0
401,1982-02-06,257.006,670.453,0
402,1982-02-07,257.007,684.746,0
403,1982-02-08,257.008,705.494,0
404,1982-02-09,257.009,713.634,0
405,1982-02-10,257.007,684.991,0
406,1982-02-11,257.007,672.179,0
407,1982-02-12,257.005,640.107,0
408,1982-02-13,256.997,495.521,0
409,1982-02-14,256.993,423.014,0
410,1982-02-15,256.996,469.109,0
411,1982-02-16,257.001,561.38,0
412,1982-02-17,257.006,656.139,0
413,1982-02-18,257.009,714.294,0
414,1982-02-19,257.009,698.718,0
415,1982-02-20,257.011,737.626,0
416,1982-02-21,257.011,746.405,0
417,1982-02-22,257.022,883.774,0
418,1982-02-23,257.021,882.488,0
419,1982-02-24,257.013,771.943,0
420,1982-02-25,257.009,696.22,0
421,1982-02-26,257.008,675.215,0
422,1982-02-27,257.008,674.639,0
423,1982-02-28,257.008,682.062,0
424,1982-03-01,257.01,713.646,0
425,1982-03-02,257.009,690.308,0
426,1982-03-03,257.008,683.095,0
427,1982-03-04,257.008,673.421,0
428,1982-03-05,257.008,675.704,0
429,1982-03-06,257.008,675.568,0
430,1982-03-07,257.008,679.465,0
431,1982-03-08,257.007,653.771,0
432,1982-03-09,257.006,638.473,0
433,1982-03-10,257.007,658.051,0
434,1982-03-11,257.006,644.721,0
435,1982-03-12,257.009,692.882,0
436,1982-03-13,257.014,782.846,0
437,1982-03-14,257.015,786.077,0
438,1982-03-15,257.009,689.077,0
439,1982-03-16,257.006,632.828,0
440,1982-03-17,257.006,633.074,0
441,1982-03-18,257.005,617.57,0
442,1982-03-19,257.011,715.387,0
443,1982-03-20,257.011,720.074,0
444,1982-03-21,257.003,579.268,0
445,1982-03-22,257.001,543.492,0
446,1982-03-23,257.003,573.886,0
447,1982-03-24,257.005,609.701,0
448,1982-03-25,257.005,612.772,0
449,1982-03-26,257.005,609.556,0
450,1982-03-27,257.004,597.858,0
451,1982-03-28,257.003,580.313,0
452,1982-03-29,257.004,597.355,0
453,1982-03-30,257.0,517.249,0
454,1982-03-31,257.004,594.227,0
455,1982-04-01,257.003,569.968,0
456,1982-04-02,257.002,565.35,0
457,1982-04-03,257.004,602.385,0
458,1982-04-04,257.003,577.251,0
459,1982-04-05,257.001,547.579,0
460,1982-04-06,257.001,539.115,0
461,1982-04-07,257.0,530.978,0
462,1982-04-08,257.001,542.49,0
463,1982-04-09,257.003,576.248,0
464,1982-04-10,257.01,701.328,0
465,1982-04-11,257.005,616.975,0
466,1982-04-12,257.003,579.526,0
467,1982-04-13,257.001,541.389,0
468,1982-04-14,256.999,514.465,0
469,1982-04-15,257.002,569.789,0
470,1982-04-16,257.004,605.279,0
471,1982-04-17,257.006,631.74,0
472,1982-04-18,257.004,592.081,0
473,1982-04-19,257.004,597.728,0
474,1982-04-20,257.005,618.897,0
475,1982-04-21,257.005,625.081,0
476,1982-04-22,257.006,642.144,0
477,1982-04-23,257.009,685.86,0
478,1982-04-24,257.012,745.22,0
479,1982-04-25,257.023,869.046,0
480,1982-04-26,257.014,782.232,0
481,1982-04-27,257.005,615.984,0
482,1982-04-28,257.001,558.947,0
483,1982-04-29,257.006,644.492,0
484,1982-04-30,257.017,843.89,0
485,1982-05-01,257.032,874.874,0
486,1982-05-02,257.044,875.959,0
487,1982-05-03,257.06,877.077,0
488,1982-05-04,257.073,878.225,0
489,1982-05-05,257.094,879.405,0
490,1982-05-06,257.114,880.615,0
491,1982-05-07,257.133,881.856,0
492,1982-05-08,257.157,883.127,0
493,1982-05-09,257.176,884.428,0
494,1982-05-10,257.198,885.757,0
495,1982-05-11,257.223,887.116,0
496,1982-05-12,257.242,888.503,0
497,1982-05-13,257.257,889.918,0
498,1982-05-14,257.275,891.361,0
499,1982-05-15,257.293,892.831,0
500,1982-05-16,257.301,894.328,0
501,1982-05-17,257.309,895.851,0
502,1982-05-18,257.32,897.4,0
503,1982-05-19,257.327,898.975,0
504,1982-05-20,257.331,900.574,0
505,1982-05-21,257.336,902.198,0
506,1982-05-22,257.343,903.846,0
507,1982-05-23,257.345,905.517,0
508,1982-05-24,257.343,907.212,0
509,1982-05-25,257.348,908.928,0
510,1982-05-26,257.357,910.667,0
511,1982-05-27,257.391,912.428,0
512,1982-05-28,257.415,914.209,0
513,1982-05-29,257.444,916.011,0
514,1982-05-30,257.462,917.833,0
515,1982-05-31,257.466,919.674,0
516,1982-06-01,257.469,921.534,0
517,1982-06-02,257.476,923.412,0
518,1982-06-03,257.482,925.308,0
519,1982-06-04,257.491,927.221,0
520,1982-06-05,257.505,929.15,0
521,1982-06-06,257.526,931.096,0
522,1982-06-07,257.556,933.057,0
523,1982-06-08,257.568,935.033,0
524,1982-06-09,257.564,937.023,0
525,1982-06-10,257.571,939.027,0
526,1982-06-11,257.581,941.044,0
527,1982-06-12,257.589,943.074,0
528,1982-06-13,257.593,945.115,0
529,1982-06-14,257.593,947.168,0
530,1982-06-15,257.588,949.231,0
531,1982-06-16,257.583,951.304,0
532,1982-06-17,257.581,953.387,0
533,1982-06-18,257.579,955.479,0
534,1982-06-19,257.578,957.579,0
535,1982-06-20,257.577,959.686,0
536,1982-06-21,257.578,961.8,0
537,1982-06-22,257.574,963.921,0
538,1982-06-23,257.575,966.048,0
539,1982-06-24,257.613,968.179,0
540,1982-06-25,257.638,970.315,0
541,1982-06-26,257.653,972.455,0
542,1982-06-27,257.665,974.598,0
543,1982-06-28,257.67,976.744,0
544,1982-06-29,257.655,978.891,0
545,1982-06-30,257.631,981.04,0
546,1982-07-01,257.604,983.189,0
547,1982-07-02,257.585,985.338,0
548,1982-07-03,257.585,987.487,0
549,1982-07-04,257.588,989.634,0
550,1982-07-05,257.593,991.78,0
551,1982-07-06,257.594,993.923,0
552,1982-07-07,257.588,996.063,0
553,1982-07-08,257.583,998.199,0
554,1982-07-09,257.57,1000.33,0
555,1982-07-10,257.555,1002.457,0
556,1982-07-11,257.543,1004.578,0
557,1982-07-12,257.548,1006.692,0
558,1982-07-13,257.557,1008.799,0
559,1982-07-14,257.548,1010.899,0
560,1982-07-15,257.534,1012.991,0
561,1982-07-16,257.527,1015.074,0
562,1982-07-17,257.531,1017.147,0
563,1982-07-18,257.516,1019.21,0
564,1982-07-19,257.497,1021.263,0
565,1982-07-20,257.488,1023.304,0
566,1982-07-21,257.482,1025.334,0
567,1982-07-22,257.458,1027.351,0
568,1982-07-23,257.43,1029.355,0
569,1982-07-24,257.426,1031.345,0
570,1982-07-25,257.431,1033.321,0
571,1982-07-26,257.427,1035.282,0
572,1982-07-27,257.414,1037.228,0
573,1982-07-28,257.396,1039.157,0
574,1982-07-29,257.383,1041.07,0
575,1982-07-30,257.368,1042.966,0
576,1982-07-31,257.365,1044.844,0
577,1982-08-01,257.349,1046.704,0
578,1982-08-02,257.315,1048.545,0
579,1982-08-03,257.292,1050.367,0
580,1982-08-04,257.287,1052.169,0
581,1982-08-05,257.284,1053.95,0
582,1982-08-06,257.283,1055.711,0
583,1982-08-07,257.286,1057.45,0
584,1982-08-08,257.318,1059.166,0
585,1982-08-09,257.323,1060.861,0
586,1982-08-10,257.312,1062.532,0
587,1982-08-11,257.293,1064.18,0
588,1982-08-12,257.278,1065.804,0
589,1982-08-13,257.265,1067.403,0
590,1982-08-14,257.277,1068.978,0
591,1982-08-15,257.305,1070.527,0
592,1982-08-16,257.347,1072.05,0
593,1982-08-17,257.363,1073.547,0
594,1982-08-18,257.371,1075.017,0
595,1982-08-19,257.396,1076.46,0
596,1982-08-20,257.414,1077.875,0
597,1982-08-21,257.403,1079.262,0
598,1982-08-22,257.376,1080.621,0
599,1982-08-23,257.34,1081.95,0
600,1982-08-24,257.314,1083.251,0
601,1982-08-25,257.303,1084.522,0
602,1982-08-26,257.289,1085.763,0
603,1982-08-27,257.275,1086.973,0
604,1982-08-28,257.252,1088.153,0
605,1982-08-29,257.228,1089.301,0
606,1982-08-30,257.211,1090.419,0
607,1982-08-31,257.199,1091.504,0
608,1982-09-01,257.185,1092.557,0
609,1982-09-02,257.176,1093.578,0
610,1982-09-03,257.174,1094.566,0
611,1982-09-04,257.174,1095.521,0
612,1982-09-05,257.167,1096.443,0
613,1982-09-06,257.15,1097.332,0
614,1982-09-07,257.132,1098.186,0
615,1982-09-08,257.124,1099.006,0
616,1982-09-09,257.117,1099.793,0
617,1982-09-10,257.1,1100.544,0
618,1982-09-11,257.084,1101.261,0
619,1982-09-12,257.1,1101.943,0
620,1982-09-13,257.099,1102.589,0
621,1982-09-14,257.076,1103.2,0
622,1982-09-15,257.039,1103.776,0
623,1982-09-16,257.015,1016.787,0
624,1982-09-17,257.014,1000.274,0
625,1982-09-18,257.016,1028.427,0
626,1982-09-19,257.027,1105.72,0
627,1982-09-20,257.018,1083.672,0
628,1982-09-21,256.996,581.749,0
629,1982-09-22,257.002,732.545,0
630,1982-09-23,257.002,714.367,0
631,1982-09-24,256.998,623.813,0
632,1982-09-25,257.003,748.347,0
633,1982-09-26,257.009,890.009,0
634,1982-09-27,257.002,725.967,0
635,1982-09-28,256.984,319.689,0
636,1982-09-29,256.993,519.273,0
637,1982-09-30,257.009,873.461,0
638,1982-10-01,257.001,701.224,0
639,1982-10-02,257.004,759.895,0
640,1982-10-03,257.009,877.164,0
641,1982-10-04,256.994,551.298,0
642,1982-10-05,256.978,187.012,0
643,1982-10-06,256.982,268.681,0
644,1982-10-07,256.997,599.502,0
645,1982-10-08,257.005,800.304,0
646,1982-10-09,257.012,944.875,0
647,1982-10-10,257.005,795.568,0
648,1982-10-11,257.001,701.238,0
649,1982-10-12,257.0,679.519,0
650,1982-10-13,257.02,1105.059,0
651,1982-10-14,257.017,1068.717,0
652,1982-10-15,257.015,1018.383,0
653,1982-10-16,257.011,917.852,0
654,1982-10-17,256.99,454.128,0
655,1982-10-18,256.983,297.508,0
656,1982-10-19,256.981,254.2,0
657,1982-10-20,256.991,481.849,0
658,1982-10-21,257.0,683.548,0
659,1982-10-22,257.001,691.596,0
660,1982-10-23,256.995,564.616,0
661,1982-10-24,256.998,626.172,0
662,1982-10-25,257.004,766.518,0
663,1982-10-26,257.005,780.712,0
664,1982-10-27,257.001,690.384,0
665,1982-10-28,257.004,753.466,0
666,1982-10-29,257.019,1093.072,0
667,1982-10-30,257.024,1092.035,0
668,1982-10-31,257.005,770.733,0
669,1982-11-01,256.992,488.963,0
670,1982-11-02,256.994,537.957,0
671,1982-11-03,256.995,563.678,0
672,1982-11-04,256.989,412.434,0
673,1982-11-05,256.986,348.01,0
674,1982-11-06,256.993,501.711,0
675,1982-11-07,256.998,615.528,0
676,1982-11-08,256.989,424.953,0
677,1982-11-09,256.987,374.33,0
678,1982-11-10,257.003,722.335,0
679,1982-11-11,257.014,971.041,0
680,1982-11-12,257.014,969.262,0
681,1982-11-13,256.991,454.924,0
682,1982-11-14,256.981,246.153,0
683,1982-11-15,256.986,356.563,0
684,1982-11-16,256.991,457.094,0
685,1982-11-17,256.997,594.557,0
686,1982-11-18,257.001,685.281,0
687,1982-11-19,257.014,966.404,0
688,1982-11-20,257.016,989.987,0
689,1982-11-21,257.026,1061.699,0
690,1982-11-22,257.014,958.675,0
691,1982-11-23,256.999,629.632,0
692,1982-11-24,256.997,586.692,0
693,1982-11-25,257.0,655.221,0
694,1982-11-26,257.002,688.062,0
695,1982-11-27,257.001,675.532,0
696,1982-11-28,257.002,676.119,0
697,1982-11-29,257.001,652.261,0
698,1982-11-30,256.996,560.716,0
699,1982-12-01,256.995,526.695,0
700,1982-12-02,257.004,715.665,0
701,1982-12-03,257.008,814.067,0
702,1982-12-04,257.014,929.717,0
703,1982-12-05,256.999,608.417,0
704,1982-12-06,257.003,705.332,0
705,1982-12-07,257.0,637.391,0
706,1982-12-08,256.998,588.018,0
707,1982-12-09,257.0,623.887,0
708,1982-12-10,257.013,901.914,0
709,1982-12-11,257.009,814.375,0
710,1982-12-12,257.005,727.263,0
711,1982-12-13,257.001,648.534,0
712,1982-12-14,257.0,618.134,0
713,1982-12-15,257.001,652.24,0
714,1982-12-16,257.007,763.221,0
715,1982-12-17,257.012,864.532,0
716,1982-12-18,257.012,871.468,0
717,1982-12-19,257.015,933.57,0
718,1982-12-20,257.009,808.317,0
719,1982-12-21,257.005,722.408,0
720,1982-12-22,257.003,668.643,0
721,1982-12-23,256.997,551.665,0
722,1982-12-24,257.002,653.949,0
723,1982-12-25,257.003,670.95,0
