i,Date,simWSL_Py,simQmn_Py,simQbr_Py
2077,1986-09-09,258.995,1099.793,0
2078,1986-09-10,258.987,1100.544,0
2079,1986-09-11,258.983,1101.261,0
2080,1986-09-12,258.981,1101.943,0
2081,1986-09-13,258.976,1102.589,0
2082,1986-09-14,258.967,1103.2,0
2083,1986-09-15,258.955,1103.776,0
2084,1986-09-16,258.943,1104.316,0
2085,1986-09-17,258.935,1104.82,0
2086,1986-09-18,258.929,1105.288,0
2087,1986-09-19,258.923,1105.72,0
2088,1986-09-20,258.913,1106.115,0
2089,1986-09-21,258.904,1106.474,0
2090,1986-09-22,258.897,1106.797,0
2091,1986-09-23,258.89,1107.083,0
2092,1986-09-24,258.884,1107.332,0
2093,1986-09-25,258.875,1107.544,0
2094,1986-09-26,258.861,1107.72,0
2095,1986-09-27,258.843,1107.859,0
2096,1986-09-28,258.827,1107.96,0
2097,1986-09-29,258.813,1108.025,0
2098,1986-09-30,258.805,1108.053,0
2099,1986-10-01,258.801,1108.044,0
2100,1986-10-02,258.779,1107.997,0
2101,1986-10-03,258.753,1107.914,0
2102,1986-10-04,258.74,1107.794,0
2103,1986-10-05,258.73,1107.637,0
2104,1986-10-06,258.717,1107.443,0
2105,1986-10-07,258.708,1107.212,0
2106,1986-10-08,258.699,1106.944,0
2107,1986-10-09,258.69,1106.64,0
2108,1986-10-10,258.684,1106.299,0
2109,1986-10-11,258.678,1105.922,0
2110,1986-10-12,258.672,1105.508,0
2111,1986-10-13,258.664,1105.059,0
2112,1986-10-14,258.655,1104.573,0
2113,1986-10-15,258.643,1104.051,0
2114,1986-10-16,258.625,1103.493,0
2115,1986-10-17,258.613,1102.899,0
2116,1986-10-18,258.603,1102.27,0
2117,1986-10-19,258.592,1101.606,0
2118,1986-10-20,258.582,1100.907,0
2119,1986-10-21,258.571,1100.173,0
2120,1986-10-22,258.567,1099.404,0
2121,1986-10-23,258.556,1098.601,0
2122,1986-10-24,258.547,1097.763,0
2123,1986-10-25,258.541,1096.892,0
2124,1986-10-26,258.535,1095.987,0
2125,1986-10-27,258.522,1095.048,0
2126,1986-10-28,258.507,1094.076,0
2127,1986-10-29,258.493,1093.072,0
2128,1986-10-30,258.474,1092.035,0
2129,1986-10-31,258.467,1090.965,0
2130,1986-11-01,258.462,1089.864,0
2131,1986-11-02,258.45,1088.731,0
2132,1986-11-03,258.432,1087.567,0
2133,1986-11-04,258.417,1086.372,0
2134,1986-11-05,258.412,1085.146,0
2135,1986-11-06,258.413,1083.89,0
2136,1986-11-07,258.4,1082.604,0
2137,1986-11-08,258.384,1081.289,0
2138,1986-11-09,258.376,1079.945,0
2139,1986-11-10,258.367,1078.572,0
2140,1986-11-11,258.355,1077.171,0
2141,1986-11-12,258.344,1075.742,0
2142,1986-11-13,258.333,1074.285,0
2143,1986-11-14,258.323,1072.802,0
2144,1986-11-15,258.31,1071.292,0
2145,1986-11-16,258.297,1069.756,0
2146,1986-11-17,258.287,1068.194,0
2147,1986-11-18,258.277,1066.607,0
2148,1986-11-19,258.266,1064.995,0
2149,1986-11-20,258.255,1063.359,0
2150,1986-11-21,258.246,1061.699,0
2151,1986-11-22,258.242,1060.017,0
2152,1986-11-23,258.241,1058.311,0
2153,1986-11-24,258.237,1056.583,0
2154,1986-11-25,258.229,1054.833,0
2155,1986-11-26,258.216,1053.062,0
2156,1986-11-27,258.209,1051.27,0
2157,1986-11-28,258.201,1049.459,0
2158,1986-11-29,258.19,1047.627,0
2159,1986-11-30,258.177,1045.777,0
2160,1986-12-01,258.169,1043.907,0
2161,1986-12-02,258.164,1042.02,0
2162,1986-12-03,258.168,1040.116,0
2163,1986-12-04,258.16,1038.194,0
2164,1986-12-05,258.147,1036.257,0
2165,1986-12-06,258.134,1034.303,0
2166,1986-12-07,258.122,1032.335,0
2167,1986-12-08,258.111,1030.352,0
2168,1986-12-09,258.106,1028.354,0
2169,1986-12-10,258.101,1026.344,0
2170,1986-12-11,258.093,1024.321,0
2171,1986-12-12,258.084,1022.285,0
2172,1986-12-13,258.075,1020.238,0
2173,1986-12-14,258.07,1018.18,0
2174,1986-12-15,258.067,1016.112,0
2175,1986-12-16,258.061,1014.033,0
2176,1986-12-17,258.053,1011.946,0
2177,1986-12-18,258.046,1009.85,0
2178,1986-12-19,258.04,1007.747,0
2179,1986-12-20,258.031,1005.636,0
2180,1986-12-21,258.023,1003.518,0
2181,1986-12-22,258.017,1001.394,0
2182,1986-12-23,258.012,999.265,0
2183,1986-12-24,258.007,997.131,0
2184,1986-12-25,258.009,994.993,0
2185,1986-12-26,258.002,992.852,0
2186,1986-12-27,257.997,990.708,0
2187,1986-12-28,257.991,988.561,0
2188,1986-12-29,257.987,986.413,0
2189,1986-12-30,257.983,984.264,0
2190,1986-12-31,257.979,982.114,0
2191,1987-01-01,257.973,979.965,0
2192,1987-01-02,257.965,977.817,0
2193,1987-01-03,257.963,975.67,0
2194,1987-01-04,257.963,973.526,0
2195,1987-01-05,257.967,971.385,0
2196,1987-01-06,257.962,969.247,0
2197,1987-01-07,257.952,967.113,0
2198,1987-01-08,257.947,964.984,0
2199,1987-01-09,257.943,962.86,0
2200,1987-01-10,257.937,960.742,0
2201,1987-01-11,257.932,958.631,0
2202,1987-01-12,257.931,956.528,0
2203,1987-01-13,257.935,954.432,0
2204,1987-01-14,257.948,952.345,0
2205,1987-01-15,257.943,950.266,0
2206,1987-01-16,257.945,948.198,0
2207,1987-01-17,257.954,946.14,0
2208,1987-01-18,257.942,944.093,0
2209,1987-01-19,257.941,942.057,0
2210,1987-01-20,257.934,940.034,0
2211,1987-01-21,257.915,938.024,0
2212,1987-01-22,257.906,936.026,0
2213,1987-01-23,257.895,934.043,0
2214,1987-01-24,257.896,932.075,0
2215,1987-01-25,257.899,930.121,0
2216,1987-01-26,257.896,928.184,0
2217,1987-01-27,257.895,926.262,0
2218,1987-01-28,257.899,924.358,0
2219,1987-01-29,257.903,922.471,0
2220,1987-01-30,257.9,920.601,0
2221,1987-01-31,257.9,918.751,0
2222,1987-02-01,257.911,916.919,0
2223,1987-02-02,257.915,915.108,0
2224,1987-02-03,257.891,913.316,0
2225,1987-02-04,257.865,911.545,0
2226,1987-02-05,257.865,909.795,0
2227,1987-02-06,257.867,908.067,0
2228,1987-02-07,257.855,906.361,0
2229,1987-02-08,257.845,904.679,0
2230,1987-02-09,257.843,903.019,0
2231,1987-02-10,257.842,901.383,0
2232,1987-02-11,257.84,899.771,0
2233,1987-02-12,257.842,898.184,0
2234,1987-02-13,257.839,896.622,0
2235,1987-02-14,257.83,895.086,0
2236,1987-02-15,257.818,893.576,0
2237,1987-02-16,257.817,892.093,0
2238,1987-02-17,257.816,890.636,0
2239,1987-02-18,257.812,889.207,0
2240,1987-02-19,257.807,887.806,0
2241,1987-02-20,257.802,886.433,0
2242,1987-02-21,257.796,885.089,0
2243,1987-02-22,257.792,883.774,0
2244,1987-02-23,257.787,882.488,0
2245,1987-02-24,257.78,881.232,0
2246,1987-02-25,257.773,880.006,0
2247,1987-02-26,257.768,878.811,0
2248,1987-02-27,257.767,877.647,0
2249,1987-02-28,257.767,876.514,0
2250,1987-03-01,257.765,875.413,0
2251,1987-03-02,257.765,874.343,0
2252,1987-03-03,257.764,873.306,0
2253,1987-03-04,257.765,872.302,0
2254,1987-03-05,257.765,871.33,0
2255,1987-03-06,257.761,870.391,0
2256,1987-03-07,257.759,869.486,0
2257,1987-03-08,257.751,868.615,0
2258,1987-03-09,257.748,867.777,0
2259,1987-03-10,257.748,866.974,0
2260,1987-03-11,257.746,866.205,0
2261,1987-03-12,257.74,865.471,0
2262,1987-03-13,257.736,864.772,0
2263,1987-03-14,257.735,864.108,0
2264,1987-03-15,257.734,863.479,0
2265,1987-03-16,257.731,862.885,0
2266,1987-03-17,257.73,862.327,0
2267,1987-03-18,257.729,861.805,0
2268,1987-03-19,257.728,861.319,0
2269,1987-03-20,257.728,860.87,0
2270,1987-03-21,257.738,860.456,0
2271,1987-03-22,257.748,860.079,0
2272,1987-03-23,257.745,859.738,0
2273,1987-03-24,257.736,859.434,0
2274,1987-03-25,257.731,859.166,0
2275,1987-03-26,257.73,858.935,0
2276,1987-03-27,257.745,858.741,0
2277,1987-03-28,257.752,858.584,0
2278,1987-03-29,257.752,858.464,0
2279,1987-03-30,257.756,858.381,0
2280,1987-03-31,257.76,858.334,0
2281,1987-04-01,257.763,858.325,0
2282,1987-04-02,257.762,858.353,0
2283,1987-04-03,257.763,858.418,0
2284,1987-04-04,257.769,858.519,0
2285,1987-04-05,257.771,858.658,0
2286,1987-04-06,257.768,858.834,0
2287,1987-04-07,257.765,859.046,0
2288,1987-04-08,257.765,859.295,0
2289,1987-04-09,257.769,859.581,0
2290,1987-04-10,257.781,859.904,0
2291,1987-04-11,257.797,860.263,0
2292,1987-04-12,257.802,860.658,0
2293,1987-04-13,257.801,861.09,0
2294,1987-04-14,257.796,861.558,0
2295,1987-04-15,257.795,862.062,0
2296,1987-04-16,257.797,862.602,0
2297,1987-04-17,257.797,863.178,0
2298,1987-04-18,257.796,863.789,0
2299,1987-04-19,257.794,864.435,0
2300,1987-04-20,257.795,865.117,0
2301,1987-04-21,257.8,865.834,0
2302,1987-04-22,257.805,866.585,0
2303,1987-04-23,257.813,867.372,0
2304,1987-04-24,257.823,868.192,0
2305,1987-04-25,257.835,869.046,0
2306,1987-04-26,257.849,869.935,0
2307,1987-04-27,257.868,870.857,0
2308,1987-04-28,257.887,871.812,0
2309,1987-04-29,257.91,872.8,0
2310,1987-04-30,257.932,873.821,0
2311,1987-05-01,257.946,874.874,0
2312,1987-05-02,257.957,875.959,0
2313,1987-05-03,257.97,877.077,0
2314,1987-05-04,257.987,878.225,0
2315,1987-05-05,258.007,879.405,0
2316,1987-05-06,258.027,880.615,0
2317,1987-05-07,258.044,881.856,0
2318,1987-05-08,258.052,883.127,0
2319,1987-05-09,258.067,884.428,0
2320,1987-05-10,258.079,904.462,0
2321,1987-05-11,258.086,887.116,0
2322,1987-05-12,258.1,888.503,0
2323,1987-05-13,258.119,889.918,0
2324,1987-05-14,258.141,891.361,0
2325,1987-05-15,258.151,892.831,0
2326,1987-05-16,258.161,894.328,0
2327,1987-05-17,258.17,895.851,0
2328,1987-05-18,258.181,897.4,0
2329,1987-05-19,258.195,898.975,0
2330,1987-05-20,258.211,900.574,0
2331,1987-05-21,258.226,902.198,0
2332,1987-05-22,258.224,903.846,0
2333,1987-05-23,258.229,905.517,0
2334,1987-05-24,258.239,907.212,0
2335,1987-05-25,258.25,908.928,0
2336,1987-05-26,258.261,910.667,0
2337,1987-05-27,258.274,912.428,0
2338,1987-05-28,258.285,914.209,0
2339,1987-05-29,258.293,916.011,0
2340,1987-05-30,258.3,917.833,0
2341,1987-05-31,258.301,919.674,0
2342,1987-06-01,258.307,921.534,0
2343,1987-06-02,258.331,923.412,0
2344,1987-06-03,258.356,925.308,0
2345,1987-06-04,258.37,927.221,0
2346,1987-06-05,258.371,929.15,0
2347,1987-06-06,258.376,931.096,0
2348,1987-06-07,258.384,933.057,0
2349,1987-06-08,258.388,935.033,0
2350,1987-06-09,258.39,937.023,0
2351,1987-06-10,258.393,939.027,0
2352,1987-06-11,258.392,941.044,0
2353,1987-06-12,258.397,943.074,0
2354,1987-06-13,258.403,945.115,0
2355,1987-06-14,258.41,947.168,0
2356,1987-06-15,258.415,949.231,0
2357,1987-06-16,258.42,951.304,0
2358,1987-06-17,258.427,953.387,0
2359,1987-06-18,258.43,955.479,0
2360,1987-06-19,258.432,957.579,0
2361,1987-06-20,258.43,959.686,0
2362,1987-06-21,258.424,961.8,0
2363,1987-06-22,258.42,963.921,0
2364,1987-06-23,258.421,966.048,0
2365,1987-06-24,258.453,968.179,0
2366,1987-06-25,258.471,970.315,0
2367,1987-06-26,258.477,972.455,0
2368,1987-06-27,258.475,974.598,0
2369,1987-06-28,258.47,976.744,0
2370,1987-06-29,258.463,978.891,0
2371,1987-06-30,258.453,981.04,0
2372,1987-07-01,258.443,983.189,0
2373,1987-07-02,258.43,985.338,0
2374,1987-07-03,258.423,987.487,0
2375,1987-07-04,258.422,989.634,0
2376,1987-07-05,258.418,991.78,0
2377,1987-07-06,258.405,993.923,0
2378,1987-07-07,258.392,996.063,0
2379,1987-07-08,258.399,998.199,0
2380,1987-07-09,258.397,1000.33,0
2381,1987-07-10,258.394,1002.457,0
2382,1987-07-11,258.385,1004.578,0
2383,1987-07-12,258.38,1006.692,0
2384,1987-07-13,258.379,1008.799,0
2385,1987-07-14,258.371,1010.899,0
2386,1987-07-15,258.363,1012.991,0
2387,1987-07-16,258.361,1015.074,0
2388,1987-07-17,258.367,1017.147,0
2389,1987-07-18,258.36,1019.21,0
2390,1987-07-19,258.347,1021.263,0
2391,1987-07-20,258.338,1023.304,0
2392,1987-07-21,258.337,1025.334,0
2393,1987-07-22,258.328,1027.351,0
2394,1987-07-23,258.317,1029.355,0
2395,1987-07-24,258.305,1031.345,0
2396,1987-07-25,258.292,1033.321,0
2397,1987-07-26,258.277,1035.282,0
2398,1987-07-27,258.265,1037.228,0
2399,1987-07-28,258.258,1039.157,0
2400,1987-07-29,258.246,1041.07,0
2401,1987-07-30,258.231,1042.966,0
2402,1987-07-31,258.218,1044.844,0
2403,1987-08-01,258.214,1046.704,0
2404,1987-08-02,258.214,1048.545,0
2405,1987-08-03,258.227,1050.367,0
2406,1987-08-04,258.215,1052.169,0
2407,1987-08-05,258.198,1053.95,0
2408,1987-08-06,258.185,1055.711,0
2409,1987-08-07,258.174,1057.45,0
2410,1987-08-08,258.167,1059.166,0
2411,1987-08-09,258.16,1060.861,0
2412,1987-08-10,258.143,1062.532,0
2413,1987-08-11,258.123,1064.18,0
2414,1987-08-12,258.104,1065.804,0
2415,1987-08-13,258.087,1067.403,0
2416,1987-08-14,258.077,1068.978,0
2417,1987-08-15,258.073,1070.527,0
2418,1987-08-16,258.07,1072.05,0
2419,1987-08-17,258.052,1073.547,0
2420,1987-08-18,258.032,1075.017,0
2421,1987-08-19,258.015,1076.46,0
2422,1987-08-20,257.998,1077.875,0
2423,1987-08-21,257.983,1079.262,0
2424,1987-08-22,257.97,1080.621,0
2425,1987-08-23,257.955,1081.95,0
2426,1987-08-24,257.938,1083.251,0
2427,1987-08-25,257.922,1084.522,0
2428,1987-08-26,257.904,1085.763,0
2429,1987-08-27,257.888,1086.973,0
2430,1987-08-28,257.882,1088.153,0
2431,1987-08-29,257.892,1089.301,0
2432,1987-08-30,257.928,1090.419,0
2433,1987-08-31,257.923,1091.504,0
2434,1987-09-01,257.903,1092.557,0
2435,1987-09-02,257.891,1093.578,0
2436,1987-09-03,257.892,1094.566,0
2437,1987-09-04,257.889,1095.521,0
2438,1987-09-05,257.891,1096.443,0
2439,1987-09-06,257.876,1097.332,0
2440,1987-09-07,257.873,1098.186,0
2441,1987-09-08,257.873,1099.006,0
2442,1987-09-09,257.875,1099.793,0
2443,1987-09-10,257.872,1100.544,0
2444,1987-09-11,257.86,1101.261,0
2445,1987-09-12,257.845,1101.943,0
2446,1987-09-13,257.829,1102.589,0
2447,1987-09-14,257.816,1103.2,0
2448,1987-09-15,257.807,1103.776,0
2449,1987-09-16,257.796,1104.316,0
2450,1987-09-17,257.781,1104.82,0
2451,1987-09-18,257.77,1105.288,0
2452,1987-09-19,257.759,1105.72,0
2453,1987-09-20,257.741,1106.115,0
2454,1987-09-21,257.723,1106.474,0
2455,1987-09-22,257.711,1106.797,0
2456,1987-09-23,257.705,1107.083,0
2457,1987-09-24,257.693,1107.332,0
2458,1987-09-25,257.672,1107.544,0
2459,1987-09-26,257.652,1107.72,0
2460,1987-09-27,257.634,1107.859,0
2461,1987-09-28,257.616,1107.96,0
2462,1987-09-29,257.604,1108.025,0
2463,1987-09-30,257.595,1108.053,0
2464,1987-10-01,257.6,1108.044,0
2465,1987-10-02,257.601,1107.997,0
2466,1987-10-03,257.585,1107.914,0
2467,1987-10-04,257.575,1107.794,0
2468,1987-10-05,257.568,1107.637,0
2469,1987-10-06,257.552,1107.443,0
2470,1987-10-07,257.536,1107.212,0
2471,1987-10-08,257.517,1106.944,0
2472,1987-10-09,257.496,1106.64,0
2473,1987-10-10,257.479,1106.299,0
2474,1987-10-11,257.461,1105.922,0
2475,1987-10-12,257.448,1105.508,0
2476,1987-10-13,257.437,1105.059,0
2477,1987-10-14,257.436,1104.573,0
2478,1987-10-15,257.427,1104.051,0
2479,1987-10-16,257.405,1103.493,0
2480,1987-10-17,257.383,1102.899,0
2481,1987-10-18,257.381,1102.27,0
2482,1987-10-19,257.387,1101.606,0
2483,1987-10-20,257.386,1100.907,0
2484,1987-10-21,257.37,1100.173,0
2485,1987-10-22,257.352,1099.404,0
2486,1987-10-23,257.33,1098.601,0
2487,1987-10-24,257.306,1097.763,0
2488,1987-10-25,257.289,1096.892,0
2489,1987-10-26,257.289,1095.987,0
2490,1987-10-27,257.297,1095.048,0
2491,1987-10-28,257.289,1094.076,0
2492,1987-10-29,257.273,1093.072,0
2493,1987-10-30,257.275,1092.035,0
2494,1987-10-31,257.27,1090.965,0
2495,1987-11-01,257.26,1089.864,0
2496,1987-11-02,257.248,1088.731,0
2497,1987-11-03,257.235,1087.567,0
2498,1987-11-04,257.221,1086.372,0
2499,1987-11-05,257.214,1085.146,0
2500,1987-11-06,257.208,1083.89,0
2501,1987-11-07,257.202,1082.604,0
2502,1987-11-08,257.193,1081.289,0
2503,1987-11-09,257.178,1079.945,0
2504,1987-11-10,257.155,1078.572,0
2505,1987-11-11,257.136,1077.171,0
2506,1987-11-12,257.126,1075.742,0
2507,1987-11-13,257.121,1074.285,0
2508,1987-11-14,257.113,1072.802,0
2509,1987-11-15,257.098,1071.292,0
2510,1987-11-16,257.09,1069.756,0
2511,1987-11-17,257.08,1068.194,0
2512,1987-11-18,257.066,1066.607,0
2513,1987-11-19,257.054,1064.995,0
2514,1987-11-20,257.047,1063.359,0
2515,1987-11-21,257.045,1061.699,0
2516,1987-11-22,257.044,1060.017,0
2517,1987-11-23,257.031,1058.311,0
2518,1987-11-24,257.02,1056.583,0
2519,1987-11-25,257.013,920.849,0
2520,1987-11-26,257.012,894.65,0
2521,1987-11-27,257.009,846.691,0
2522,1987-11-28,257.007,800.278,0
2523,1987-11-29,257.009,837.659,0
2524,1987-11-30,257.01,853.381,0
2525,1987-12-01,257.01,850.004,0
2526,1987-12-02,257.007,794.918,0
2527,1987-12-03,257.004,731.461,0
2528,1987-12-04,257.002,677.199,0
2529,1987-12-05,257.002,669.26,0
2530,1987-12-06,257.012,889.41,0
2531,1987-12-07,257.015,945.445,0
2532,1987-12-08,257.017,978.165,0
2533,1987-12-09,257.015,948.328,0
2534,1987-12-10,257.01,841.61,0
2535,1987-12-11,257.011,852.908,0
2536,1987-12-12,257.014,925.004,0
2537,1987-12-13,257.014,905.805,0
2538,1987-12-14,257.011,844.424,0
2539,1987-12-15,257.009,809.753,0
2540,1987-12-16,257.009,799.855,0
2541,1987-12-17,257.009,801.08,0
2542,1987-12-18,257.011,841.952,0
2543,1987-12-19,257.011,839.563,0
2544,1987-12-20,257.012,852.307,0
2545,1987-12-21,257.012,855.811,0
2546,1987-12-22,257.009,805.151,0
2547,1987-12-23,257.009,786.625,0
2548,1987-12-24,257.008,772.455,0
2549,1987-12-25,257.008,762.094,0
2550,1987-12-26,257.01,800.797,0
2551,1987-12-27,257.011,821.807,0
2552,1987-12-28,257.01,801.407,0
2553,1987-12-29,257.012,840.158,0
2554,1987-12-30,257.012,844.961,0
2555,1987-12-31,257.01,798.851,0
2556,1988-01-01,257.01,793.952,0
2557,1988-01-02,257.01,801.401,0
2558,1988-01-03,257.011,806.86,0
2559,1988-01-04,257.011,810.755,0
2560,1988-01-05,257.006,720.888,0
2561,1988-01-06,257.005,694.151,0
2562,1988-01-07,257.01,789.101,0
2563,1988-01-08,257.013,844.267,0
2564,1988-01-09,257.011,814.947,0
2565,1988-01-10,257.013,850.167,0
2566,1988-01-11,257.017,922.979,0
2567,1988-01-12,257.019,956.528,0
2568,1988-01-13,257.013,831.926,0
2569,1988-01-14,257.005,685.974,0
2570,1988-01-15,257.009,760.496,0
2571,1988-01-16,257.013,829.721,0
2572,1988-01-17,257.017,903.49,0
2573,1988-01-18,257.014,850.544,0
2574,1988-01-19,257.011,789.292,0
2575,1988-01-20,257.009,748.65,0
2576,1988-01-21,257.008,729.879,0
2577,1988-01-22,257.017,893.679,0
2578,1988-01-23,257.013,817.641,0
2579,1988-01-24,257.012,804.224,0
2580,1988-01-25,257.013,812.455,0
2581,1988-01-26,257.012,802.218,0
2582,1988-01-27,257.013,814.26,0
2583,1988-01-28,257.014,820.662,0
2584,1988-01-29,257.015,849.434,0
2585,1988-01-30,257.011,768.637,0
2586,1988-01-31,257.01,750.628,0
2587,1988-02-01,257.01,746.058,0
2588,1988-02-02,257.007,697.587,0
2589,1988-02-03,257.009,732.891,0
2590,1988-02-04,257.01,748.975,0
2591,1988-02-05,257.002,602.169,0
2592,1988-02-06,256.996,490.627,0
2593,1988-02-07,257.002,597.453,0
2594,1988-02-08,257.007,685.311,0
2595,1988-02-09,257.009,721.1,0
2596,1988-02-10,257.011,761.623,0
2597,1988-02-11,257.012,777.712,0
2598,1988-02-12,257.014,804.534,0
2599,1988-02-13,257.014,799.903,0
2600,1988-02-14,257.013,778.202,0
2601,1988-02-15,257.012,758.038,0
2602,1988-02-16,257.015,818.939,0
2603,1988-02-17,257.015,822.827,0
2604,1988-02-18,257.014,792.527,0
2605,1988-02-19,257.012,765.945,0
2606,1988-02-20,257.012,765.969,0
2607,1988-02-21,257.011,747.709,0
2608,1988-02-22,257.012,759.249,0
2609,1988-02-23,257.009,706.6,0
2610,1988-02-24,257.013,776.915,0
2611,1988-02-25,257.018,867.383,0
2612,1988-02-26,257.019,878.811,0
2613,1988-02-27,257.016,830.342,0
2614,1988-02-28,257.017,836.122,0
2615,1988-02-29,257.012,757.199,0
2616,1988-03-01,257.01,714.642,0
2617,1988-03-02,257.009,698.579,0
2618,1988-03-03,257.01,714.65,0
2619,1988-03-04,257.012,743.761,0
2620,1988-03-05,257.013,756.409,0
2621,1988-03-06,257.011,733.484,0
2622,1988-03-07,257.01,711.428,0
2623,1988-03-08,257.009,694.576,0
2624,1988-03-09,257.008,681.075,0
2625,1988-03-10,257.005,625.419,0
2626,1988-03-11,257.017,824.12,0
2627,1988-03-12,257.027,864.772,0
2628,1988-03-13,257.03,864.108,0
2629,1988-03-14,257.032,863.479,0
2630,1988-03-15,257.029,862.885,0
2631,1988-03-16,257.027,862.327,0
2632,1988-03-17,257.025,861.805,0
2633,1988-03-18,257.019,861.319,0
2634,1988-03-19,257.014,768.116,0
2635,1988-03-20,257.014,766.501,0
2636,1988-03-21,257.014,764.53,0
2637,1988-03-22,257.015,793.85,0
2638,1988-03-23,257.03,859.434,0
2639,1988-03-24,257.042,859.166,0
2640,1988-03-25,257.043,858.935,0
2641,1988-03-26,257.038,858.741,0
2642,1988-03-27,257.031,858.584,0
2643,1988-03-28,257.025,858.464,0
2644,1988-03-29,257.02,858.381,0
2645,1988-03-30,257.02,858.334,0
2646,1988-03-31,257.018,834.625,0
2647,1988-04-01,257.015,790.643,0
2648,1988-04-02,257.02,858.418,0
2649,1988-04-03,257.027,858.519,0
2650,1988-04-04,257.033,858.658,0
2651,1988-04-05,257.043,858.834,0
2652,1988-04-06,257.048,859.046,0
2653,1988-04-07,257.05,859.295,0
2654,1988-04-08,257.053,859.581,0
2655,1988-04-09,257.061,859.904,0
2656,1988-04-10,257.067,860.263,0
2657,1988-04-11,257.065,860.658,0
2658,1988-04-12,257.059,861.09,0
2659,1988-04-13,257.058,861.558,0
2660,1988-04-14,257.057,862.062,0
2661,1988-04-15,257.056,862.602,0
2662,1988-04-16,257.054,863.178,0
2663,1988-04-17,257.051,863.789,0
2664,1988-04-18,257.047,864.435,0
2665,1988-04-19,257.042,865.117,0
2666,1988-04-20,257.038,865.834,0
2667,1988-04-21,257.036,866.585,0
2668,1988-04-22,257.038,867.372,0
2669,1988-04-23,257.037,868.192,0
2670,1988-04-24,257.036,869.046,0
2671,1988-04-25,257.032,869.935,0
2672,1988-04-26,257.026,870.857,0
2673,1988-04-27,257.022,871.812,0
2674,1988-04-28,257.02,872.8,0
2675,1988-04-29,257.016,814.439,0
2676,1988-04-30,257.018,864.28,0
2677,1988-05-01,257.029,875.959,0
2678,1988-05-02,257.045,877.077,0
2679,1988-05-03,257.051,878.225,0
2680,1988-05-04,257.058,879.405,0
2681,1988-05-05,257.069,880.615,0
2682,1988-05-06,257.084,881.856,0
2683,1988-05-07,257.097,883.127,0
2684,1988-05-08,257.11,884.428,0
2685,1988-05-09,257.127,885.757,0
2686,1988-05-10,257.162,887.116,0
2687,1988-05-11,257.192,888.503,0
2688,1988-05-12,257.21,889.918,0
2689,1988-05-13,257.225,891.361,0
2690,1988-05-14,257.236,892.831,0
2691,1988-05-15,257.248,894.328,0
2692,1988-05-16,257.26,895.851,0
2693,1988-05-17,257.273,897.4,0
2694,1988-05-18,257.289,898.975,0
2695,1988-05-19,257.307,900.574,0
2696,1988-05-20,257.321,902.198,0
2697,1988-05-21,257.337,903.846,0
2698,1988-05-22,257.369,905.517,0
2699,1988-05-23,257.386,907.212,0
2700,1988-05-24,257.398,908.928,0
2701,1988-05-25,257.407,910.667,0
2702,1988-05-26,257.426,912.428,0
2703,1988-05-27,257.436,914.209,0
2704,1988-05-28,257.447,916.011,0
2705,1988-05-29,257.471,917.833,0
2706,1988-05-30,257.486,919.674,0
2707,1988-05-31,257.493,921.534,0
2708,1988-06-01,257.5,923.412,0
2709,1988-06-02,257.513,925.308,0
2710,1988-06-03,257.539,927.221,0
2711,1988-06-04,257.556,929.15,0
2712,1988-06-05,257.572,931.096,0
2713,1988-06-06,257.587,933.057,0
2714,1988-06-07,257.602,935.033,0
2715,1988-06-08,257.645,937.023,0
2716,1988-06-09,257.654,939.027,0
2717,1988-06-10,257.664,941.044,0
2718,1988-06-11,257.677,943.074,0
2719,1988-06-12,257.692,945.115,0
2720,1988-06-13,257.709,947.168,0
2721,1988-06-14,257.711,949.231,0
2722,1988-06-15,257.711,951.304,0
2723,1988-06-16,257.712,953.387,0
2724,1988-06-17,257.715,955.479,0
2725,1988-06-18,257.723,957.579,0
2726,1988-06-19,257.738,959.686,0
2727,1988-06-20,257.761,961.8,0
2728,1988-06-21,257.77,963.921,0
2729,1988-06-22,257.772,966.048,0
2730,1988-06-23,257.77,968.179,0
2731,1988-06-24,257.768,970.315,0
2732,1988-06-25,257.77,972.455,0
2733,1988-06-26,257.771,974.598,0
2734,1988-06-27,257.768,976.744,0
2735,1988-06-28,257.759,978.891,0
2736,1988-06-29,257.748,981.04,0
2737,1988-06-30,257.738,983.189,0
2738,1988-07-01,257.729,985.338,0
2739,1988-07-02,257.724,987.487,0
2740,1988-07-03,257.724,989.634,0
2741,1988-07-04,257.723,991.78,0
2742,1988-07-05,257.717,993.923,0
2743,1988-07-06,257.709,996.063,0
2744,1988-07-07,257.705,998.199,0
2745,1988-07-08,257.734,1000.33,0
2746,1988-07-09,257.739,1002.457,0
2747,1988-07-10,257.753,1004.578,0
2748,1988-07-11,257.751,1006.692,0
2749,1988-07-12,257.735,1008.799,0
2750,1988-07-13,257.716,1010.899,0
2751,1988-07-14,257.701,1012.991,0
2752,1988-07-15,257.689,1015.074,0
2753,1988-07-16,257.681,1017.147,0
2754,1988-07-17,257.682,1019.21,0
2755,1988-07-18,257.676,1021.263,0
2756,1988-07-19,257.669,1023.304,0
2757,1988-07-20,257.657,1025.334,0
2758,1988-07-21,257.645,1027.351,0
2759,1988-07-22,257.637,1029.355,0
2760,1988-07-23,257.636,1031.345,0
2761,1988-07-24,257.642,1033.321,0
