Date,obsQin,obsP,obsE
1981-06-17,562.343,0.002331,0.004048
1981-06-18,989.703,0,0.003878
1981-06-19,972.807,0,0.00417
1981-06-20,925.412,0.001523,0.004586
1981-06-21,875.348,0.013874,0.004102
1981-06-22,811.947,0.000027,0.004388
1981-06-23,766.42,0.008346,0.004358
1981-06-24,699.994,0.001656,0.004284
1981-06-25,633.57,0,0.004955
1981-06-26,573.014,0,0.005436
1981-06-27,494.584,0.00276,0.006241
1981-06-28,484.98,0.000316,0.004162
1981-06-29,436.251,0,0.004965
1981-06-30,387.522,0,0.005385
1981-07-01,338.792,0.000604,0.005442
1981-07-02,414.377,0,0.005154
1981-07-03,424.158,0,0.005885
1981-07-04,455.281,0,0.006411
1981-07-05,460.616,0,0.006226
1981-07-06,459.46,0,0.005876
1981-07-07,458.215,0.00507,0.004552
1981-07-08,465.952,0.000003,0.00459
1981-07-09,443.633,0,0.004855
1981-07-10,452.347,0,0.005154
1981-07-11,467.286,0.005204,0.004796
1981-07-12,488.982,0,0.005399
1981-07-13,455.636,0.01435,0.005209
1981-07-14,422.201,0.023905,0.004201
1981-07-15,386.278,0.000662,0.004588
1981-07-16,382.365,0.002011,0.003267
1981-07-17,321.898,0,0.004066
1981-07-18,315.673,0,0.004992
1981-07-19,317.986,0,0.005339
1981-07-20,519.393,0.006541,0.00542
1981-07-21,721.513,0.002023,0.004451
1981-07-22,475.821,0.005803,0.004258
1981-07-23,480.267,0.005848,0.003372
1981-07-24,522.862,0.002732,0.003051
1981-07-25,491.739,0.000495,0.003821
1981-07-26,500.009,0,0.004543
1981-07-27,507.745,0,0.004748
1981-07-28,515.481,0,0.005191
1981-07-29,558.431,0.001923,0.005374
1981-07-30,689.147,0.003997,0.004477
1981-07-31,662.469,0.000409,0.003523
1981-08-01,575.326,0,0.004149
1981-08-02,604.67,0,0.004625
1981-08-03,696.438,0.000269,0.004465
1981-08-04,788.294,0.000753,0.00456
1981-08-05,939.728,0.007963,0.004282
1981-08-06,946.132,0.000025,0.004355
1981-08-07,697.149,0,0.004766
1981-08-08,663.359,0.001364,0.004788
1981-08-09,614.452,0,0.00433
1981-08-10,565.545,0,0.004837
1981-08-11,525.53,0,0.005244
1981-08-12,481.068,0,0.0048
1981-08-13,458.838,0.001036,0.004999
1981-08-14,314.784,0,0.004144
1981-08-15,318.341,0.000212,0.003863
1981-08-16,293.443,0,0.004513
1981-08-17,282.149,0.000927,0.004559
1981-08-18,310.96,0.002164,0.003729
1981-08-19,289.886,0,0.004214
1981-08-20,282.951,0.001044,0.004249
1981-08-21,282.773,0,0.004213
1981-08-22,280.994,0,0.003904
1981-08-23,253.428,0,0.003869
1981-08-24,254.495,0.001524,0.003762
1981-08-25,252.805,0.001377,0.002954
1981-08-26,264.988,0,0.003662
1981-08-27,208.078,0,0.00389
1981-08-28,225.951,0,0.003825
1981-08-29,226.751,0,0.004202
1981-08-30,189.404,0,0.003297
1981-08-31,184.335,0,0.002338
1981-09-01,179.355,0,0.002888
1981-09-02,200.964,0.000989,0.003257
1981-09-03,193.85,0,0.002172
1981-09-04,174.287,0,0.002621
1981-09-05,190.292,0.000456,0.002899
1981-09-06,175.177,0,0.002659
1981-09-07,174.287,0,0.002938
1981-09-08,173.398,0,0.003359
1981-09-09,172.509,0,0.003668
1981-09-10,168.951,0,0.003471
1981-09-11,150.278,0,0.002931
1981-09-12,159.171,0,0.003201
1981-09-13,151.789,0,0.002575
1981-09-14,139.074,0,0.002248
1981-09-15,126.27,0,0.002213
1981-09-16,114.71,0,0.002217
1981-09-17,123.602,0,0.002493
1981-09-18,123.602,0,0.002795
1981-09-19,119.156,0,0.00283
1981-09-20,108.218,0.000553,0.002527
1981-09-21,106.973,0,0.001789
1981-09-22,105.817,0.000463,0.001694
1981-09-23,105.817,0.000047,0.001437
1981-09-24,99.593,0,0.00161
1981-09-25,93.368,0.007505,0.001569
1981-09-26,93.368,0.005023,0.001059
1981-09-27,92.478,0,0.001253
1981-09-28,94.257,0.000115,0.001211
1981-09-29,96.036,0,0.001441
1981-09-30,95.503,0,0.001147
1981-10-01,81.808,0,0.001231
1981-10-02,84.475,0,0.00149
1981-10-03,80.03,0,0.001315
1981-10-04,82.964,0,0.001135
1981-10-05,81.541,0,0.001076
1981-10-06,80.03,0,0.001133
1981-10-07,78.251,0,0.001229
1981-10-08,75.584,0.002472,0.001229
1981-10-09,84.12,0.000758,0.001006
1981-10-10,75.584,0,0.000922
1981-10-11,76.028,0.001982,0.000792
1981-10-12,77.54,0.002628,0.000613
1981-10-13,79.141,0.001427,0.000621
1981-10-14,80.741,0,0.000697
1981-10-15,85.366,0,0.000832
1981-10-16,82.697,0,0.000879
1981-10-17,81.808,0,0.000732
1981-10-18,79.141,0,0.000656
1981-10-19,78.251,0,0.000773
1981-10-20,77.363,0.000017,0.000552
1981-10-21,76.473,0,0
1981-10-22,72.916,0,0
1981-10-23,72.916,0.000588,0
1981-10-24,71.138,0,0
1981-10-25,69.981,0,0
1981-10-26,73.183,0,0.000493
1981-10-27,76.473,0,0
1981-10-28,79.141,0,0.000447
1981-10-29,72.027,0.000217,0.000474
1981-10-30,74.694,0.002502,0.000428
1981-10-31,71.138,0,0.000366
1981-11-01,72.472,0,0.000505
1981-11-02,93.901,0,0.000373
1981-11-03,115.154,0,0.000382
1981-11-04,133.828,0,0.000413
1981-11-05,156.502,0,0.000269
1981-11-06,101.371,0,0.000319
1981-11-07,83.587,0,0.000291
1981-11-08,137.83,0,0
1981-11-09,134.273,0,0.000229
1981-11-10,131.604,0,0.000184
1981-11-11,128.937,0,0.000177
1981-11-12,129.826,0,0.00021
1981-11-13,114.71,0,0.000238
1981-11-14,119.156,0.000564,0.000262
1981-11-15,117.11,0,0.000291
1981-11-16,115.065,0,0.000187
1981-11-17,113.019,0.001344,0.000271
1981-11-18,121.823,0.00452,0
1981-11-19,110.263,0,0
1981-11-20,111.153,0,0
1981-11-21,109.375,0,0
1981-11-22,109.375,0,0
1981-11-23,109.375,0,0
1981-11-24,106.707,0.001399,0
1981-11-25,102.26,0,0
1981-11-26,101.371,0,0
1981-11-27,94.257,0,0
1981-11-28,107.595,0,0
1981-11-29,96.658,0,0
1981-11-30,83.675,0,0
1981-12-01,70.694,0.000442,0
1981-12-02,64.024,0.000488,0
1981-12-03,62.246,0.000656,0
1981-12-04,57.8,0,0
1981-12-05,58.688,0,0
1981-12-06,58.688,0,0.000002
1981-12-07,57.8,0,0
1981-12-08,57.8,0,0
1981-12-09,56.91,0,0
1981-12-10,56.91,0.000671,0
1981-12-11,48.018,0,0
1981-12-12,52.464,0,0
1981-12-13,50.953,0,0
1981-12-14,52.197,0,0
1981-12-15,53.353,0,0
1981-12-16,51.486,0,0
1981-12-17,48.907,0,0
1981-12-18,49.797,0,0
1981-12-19,33.79,0,0
1981-12-20,33.79,0,0
1981-12-21,33.79,0.001125,0
1981-12-22,33.79,0.001275,0
1981-12-23,33.79,0.000156,0
1981-12-24,38.237,0,0
1981-12-25,42.683,0,0
1981-12-26,41.793,0,0
1981-12-27,40.904,0,0
1981-12-28,40.014,0,0
1981-12-29,39.126,0,0
1981-12-30,38.237,0,0
1981-12-31,37.347,0,0
1982-01-01,37.347,0.000146,0
1982-01-02,37.347,0.000612,0
1982-01-03,38.237,0,0
1982-01-04,38.237,0.000127,0
1982-01-05,38.237,0.000274,0
1982-01-06,38.237,0,0
1982-01-07,37.347,0,0
1982-01-08,33.79,0.000363,0
1982-01-09,39.126,0,0
1982-01-10,39.126,0,0
1982-01-11,42.06,0,0
1982-01-12,45.084,0.00046,0
1982-01-13,48.018,0.000108,0
1982-01-14,48.018,0.001224,0
1982-01-15,48.018,0.000242,0
1982-01-16,52.464,0,0
1982-01-17,48.018,0.002002,0
1982-01-18,46.506,0,0
1982-01-19,45.084,0,0
1982-01-20,43.571,0.000502,0
1982-01-21,48.018,0,0
1982-01-22,48.018,0.000429,0
1982-01-23,43.571,0,0
1982-01-24,43.571,0.003008,0
1982-01-25,44.461,0,0
1982-01-26,45.705,0.000099,0
1982-01-27,48.018,0,0
1982-01-28,48.018,0,0
1982-01-29,48.907,0.000506,0
1982-01-30,48.018,0.000153,0
1982-01-31,47.129,0,0
1982-02-01,47.129,0.001726,0
1982-02-02,47.129,0,0
1982-02-03,47.129,0,0
1982-02-04,42.683,0,0
1982-02-05,47.129,0,0
1982-02-06,42.683,0.002143,0
1982-02-07,39.126,0,0
1982-02-08,39.748,0,0
1982-02-09,39.393,0,0
1982-02-10,39.126,0,0
1982-02-11,43.571,0,0
1982-02-12,43.571,0,0
1982-02-13,48.018,0.00276,0
1982-02-14,48.018,0.001463,0
1982-02-15,52.464,0.002109,0
1982-02-16,57.355,0,0
1982-02-17,61.356,0,0
1982-02-18,61.979,0,0
1982-02-19,63.134,0,0
1982-02-20,62.246,0,0
1982-02-21,62.246,0,0
1982-02-22,62.513,0.000607,0
1982-02-23,62.868,0,0
1982-02-24,63.134,0,0
1982-02-25,64.024,0,0
1982-02-26,64.024,0,0
1982-02-27,64.024,0.001758,0
1982-02-28,64.024,0,0
1982-03-01,62.513,0.001145,0
1982-03-02,61.09,0.002295,0
1982-03-03,59.577,0,0
1982-03-04,59.577,0,0
1982-03-05,55.131,0,0
1982-03-06,55.131,0,0
1982-03-07,55.755,0.001793,0
1982-03-08,56.288,0,0
1982-03-09,56.91,0,0
1982-03-10,56.91,0.00171,0
1982-03-11,55.131,0,0
1982-03-12,54.242,0,0.000001
1982-03-13,57.8,0,0
1982-03-14,60.912,0,0
1982-03-15,60.467,0.000715,0
1982-03-16,60.467,0.004399,0
1982-03-17,60.467,0.003718,0
1982-03-18,59.577,0.001008,0
1982-03-19,58.688,0,0
1982-03-20,63.134,0,0
1982-03-21,60.912,0,0
1982-03-22,60.912,0,0
1982-03-23,60.912,0,0
1982-03-24,65.891,0.000622,0
1982-03-25,56.91,0,0
1982-03-26,55.131,0,0
1982-03-27,67.581,0,0
1982-03-28,66.959,0,0.000005
1982-03-29,66.692,0.003285,0.000003
1982-03-30,66.426,0,0
1982-03-31,64.912,0,0
1982-04-01,91.59,0.001818,0
1982-04-02,104.039,0,0
1982-04-03,82.697,0,0
1982-04-04,83.942,0,0
1982-04-05,85.544,0,0
1982-04-06,86.432,0.000095,0
1982-04-07,86.254,0.000083,0
1982-04-08,70.249,0,0
1982-04-09,69.625,0.000784,0
1982-04-10,74.872,0,0
1982-04-11,80.03,0,0.00002
1982-04-12,85.188,0.000223,0.000022
1982-04-13,90.345,0.000107,0.000026
1982-04-14,95.591,0.000027,0.000035
1982-04-15,95.147,0,0.000034
1982-04-16,106.707,0,0.000035
1982-04-17,142.275,0,0.000042
1982-04-18,174.909,0.000254,0.000115
1982-04-19,192.694,0.005304,0.000101
1982-04-20,210.479,0,0.000141
1982-04-21,257.874,0,0.000209
1982-04-22,333.458,0,0.000305
1982-04-23,337.904,0,0.00044
1982-04-24,287.218,0,0.000604
1982-04-25,335.948,0,0.001256
1982-04-26,328.656,0,0.003055
1982-04-27,321.365,0,0.003481
1982-04-28,314.073,0,0.003832
1982-04-29,329.011,0.00103,0.003863
1982-04-30,340.571,0,0.003429
1982-05-01,319.23,0,0.004086
1982-05-02,262.319,0,0.004301
1982-05-03,240.712,0,0.004163
1982-05-04,219.015,0.000822,0.003812
1982-05-05,197.407,0,0.002672
1982-05-06,186.737,0.000442,0.002363
1982-05-07,184.068,0,0
1982-05-08,161.838,0,0.002229
1982-05-09,154.991,0,0.002187
1982-05-10,158.281,0.002527,0.002512
1982-05-11,161.571,0,0.003629
1982-05-12,161.838,0.000013,0.00335
1982-05-13,165.395,0,0.004137
1982-05-14,154.724,0,0.004484
1982-05-15,137.83,0,0.004373
1982-05-16,133.117,0.001254,0.00329
1982-05-17,124.491,0.000465,0.002
1982-05-18,115.866,0,0.003082
1982-05-19,105.817,0.000402,0.003331
1982-05-20,110.263,0.004508,0.00239
1982-05-21,136.051,0.000276,0.002809
1982-05-22,160.948,0,0.00416
1982-05-23,163.35,0.005905,0.004276
1982-05-24,176.511,0,0.003182
1982-05-25,189.582,0,0.005069
1982-05-26,202.743,0.000095,0.004935
1982-05-27,225.863,0.004889,0.003403
1982-05-28,240.979,0.029484,0.002525
1982-05-29,224.083,0.018804,0.001662
1982-05-30,248.359,0.001683,0.001864
1982-05-31,304.469,0,0.00409
1982-06-01,360.491,0.000294,0.004759
1982-06-02,413.488,0,0.004671
1982-06-03,388.589,0,0.004806
1982-06-04,342.35,0.000086,0.005157
1982-06-05,335.236,0.003439,0.004956
1982-06-06,324.299,0.000247,0.004179
1982-06-07,329.545,0,0.003348
1982-06-08,334.969,0,0.004041
1982-06-09,340.571,0,0.004439
1982-06-10,429.494,0.000304,0.004906
1982-06-11,478.401,0,0.004761
1982-06-12,489.071,0,0.00544
1982-06-13,527.93,0.000347,0.005509
1982-06-14,513.08,0.000148,0.005692
1982-06-15,498.231,0.000513,0.005286
1982-06-16,477.512,0.000672,0.005025
1982-06-17,594.889,0.003139,0.004513
1982-06-18,557.54,0,0.005026
1982-06-19,648.064,0,0.005313
1982-06-20,651.354,0,0.005551
1982-06-21,638.371,0,0.005837
1982-06-22,625.477,0,0.00598
1982-06-23,621.032,0.00389,0.006142
1982-06-24,604.403,0,0.004752
1982-06-25,592.221,0,0.00449
1982-06-26,515.748,0,0.004709
1982-06-27,501.521,0.002622,0.005121
1982-06-28,515.126,0.009443,0.003381
1982-06-29,528.819,0.00025,0.004023
1982-06-30,541.535,0.000875,0.004232
1982-07-01,525.53,0.001981,0.004786
1982-07-02,521.972,0.009423,0.00502
1982-07-03,551.761,0.0055,0.004108
1982-07-04,577.994,0,0.005585
1982-07-05,584.751,0.000175,0.00503
1982-07-06,591.598,0.01341,0.003226
1982-07-07,598.445,0.000057,0.004473
1982-07-08,646.908,0.0077,0.0045
1982-07-09,739.832,0.000468,0.004054
1982-07-10,658.912,0.001406,0.004939
1982-07-11,642.018,0,0.005454
1982-07-12,625.745,0,0.00522
1982-07-13,609.383,0.001245,0.005051
1982-07-14,546.871,0.009066,0.004714
1982-07-15,466.841,0.000117,0.004309
1982-07-16,438.387,0.007918,0.00415
1982-07-17,424.158,0.010939,0.003769
1982-07-18,421.491,0,0.004728
1982-07-19,409.308,0,0.005468
1982-07-20,397.215,0.002455,0.005404
1982-07-21,385.033,0.000899,0.004283
1982-07-22,399.26,0.005283,0.004275
1982-07-23,399.26,0,0.004854
1982-07-24,361.024,0,0.005181
1982-07-25,346.797,0,0.005008
1982-07-26,339.77,0.003415,0.004913
1982-07-27,332.835,0,0.004449
1982-07-28,302.336,0,0.004576
1982-07-29,321.898,0,0.004758
1982-07-30,287.218,0,0.004637
1982-07-31,276.548,0,0.005418
1982-08-01,270.59,0.000042,0.00508
1982-08-02,249.871,0.000994,0.004831
1982-08-03,229.24,0,0.00415
1982-08-04,208.522,0,0.004384
1982-08-05,195.54,0.000395,0.004655
1982-08-06,192.961,0,0.005188
1982-08-07,181.402,0,0.00525
1982-08-08,168.863,0,0.004298
1982-08-09,163.705,0,0.004104
1982-08-10,158.815,0,0.003968
1982-08-11,153.836,0,0.004135
1982-08-12,145.565,0.005491,0.004837
1982-08-13,139.874,0,0.004239
1982-08-14,118.266,0.000081,0.004698
1982-08-15,116.844,0,0.004147
1982-08-16,115.421,0,0.004065
1982-08-17,113.998,0.001212,0.004464
1982-08-18,114.71,0,0.00441
1982-08-19,111.153,0,0.004211
1982-08-20,120.044,0,0.004097
1982-08-21,104.039,0.009672,0.004026
1982-08-22,98.97,0.000969,0.003436
1982-08-23,93.991,0.000225,0.002996
1982-08-24,88.922,0,0.003329
1982-08-25,84.475,0.001713,0.003086
1982-08-26,88.922,0.000101,0.002239
1982-08-27,88.922,0,0.002434
1982-08-28,87.144,0.00023,0.002829
1982-08-29,85.899,0,0.003187
1982-08-30,84.565,0.00348,0.002461
1982-08-31,83.32,0.002298,0.002639
1982-09-01,82.964,0,0.002723
1982-09-02,85.366,0,0.003114
1982-09-03,86.254,0,0.003509
1982-09-04,99.593,0.000322,0.003728
1982-09-05,98.704,0.003178,0.002246
1982-09-06,98.704,0,0.002424
1982-09-07,98.704,0,0.002923
1982-09-08,99.593,0,0.003409
1982-09-09,97.814,0,0.003547
1982-09-10,89.901,0.000905,0.003322
1982-09-11,88.033,0.000218,0.002222
1982-09-12,88.922,0,0.002236
1982-09-13,93.634,0,0.001734
1982-09-14,98.436,0,0.001536
1982-09-15,98.704,0,0.001894
1982-09-16,87.144,0.000094,0.001911
1982-09-17,88.033,0,0.002183
1982-09-18,90.7,0,0.002324
1982-09-19,87.144,0,0.002191
1982-09-20,83.587,0,0.002108
1982-09-21,80.03,0,0.002255
1982-09-22,76.473,0,0.002386
1982-09-23,73.805,0,0.002128
1982-09-24,71.138,0,0.001959
1982-09-25,71.138,0,0.002103
1982-09-26,72.027,0,0.002004
1982-09-27,71.138,0.000828,0.001303
1982-09-28,72.027,0.012404,0.001002
1982-09-29,83.587,0.004201,0.000791
1982-09-30,89.812,0.000003,0.00078
1982-10-01,99.415,0.000382,0.000879
1982-10-02,103.149,0.001366,0.000888
1982-10-03,112.841,0.000814,0.001218
1982-10-04,114.71,0,0.001133
1982-10-05,113.82,0.000028,0.00081
1982-10-06,114.888,0,0.000984
1982-10-07,109.375,0,0.001074
1982-10-08,97.814,0.001822,0.001089
1982-10-09,120.934,0,0.000977
1982-10-10,107.595,0,0.000971
1982-10-11,107.151,0,0.000931
1982-10-12,106.707,0,0.000993
1982-10-13,106.262,0,0.001035
1982-10-14,104.039,0,0.001142
1982-10-15,102.26,0,0.000922
1982-10-16,96.036,0.000288,0.000937
1982-10-17,93.101,0,0.000832
1982-10-18,107.862,0.002164,0.000621
1982-10-19,122.712,0,0.000515
1982-10-20,137.83,0,0
1982-10-21,128.937,0,0.000589
1982-10-22,125.38,0,0.000595
1982-10-23,120.934,0,0.000757
1982-10-24,117.732,0,0.000663
1982-10-25,114.532,0,0.000645
1982-10-26,111.241,0.000001,0.000659
1982-10-27,107.685,0.000464,0.000614
1982-10-28,105.106,0,0.000465
1982-10-29,101.549,0,0.000466
1982-10-30,118.266,0,0.000369
1982-10-31,125.202,0,0.000373
1982-11-01,131.693,0,0.00036
1982-11-02,138.096,0,0
1982-11-03,150.278,0,0
1982-11-04,130.715,0,0
1982-11-05,136.94,0,0
1982-11-06,124.491,0.000442,0.00026
1982-11-07,117.377,0.000226,0
1982-11-08,121.201,0,0
1982-11-09,125.025,0,0
1982-11-10,127.158,0,0
1982-11-11,123.602,0.000162,0
1982-11-12,103.149,0,0
1982-11-13,89.812,0,0
1982-11-14,85.276,0,0
1982-11-15,80.653,0,0
1982-11-16,76.028,0,0
1982-11-17,72.916,0.000795,0
1982-11-18,53.353,0.000237,0.000231
1982-11-19,62.246,0.003003,0
1982-11-20,80.03,0,0
1982-11-21,68.737,0,0
1982-11-22,63.491,0,0
1982-11-23,53.62,0,0
1982-11-24,41.793,0,0
1982-11-25,45.35,0,0
1982-11-26,42.06,0,0
1982-11-27,45.084,0,0
1982-11-28,45.35,0,0
1982-11-29,47.129,0,0
1982-11-30,48.907,0.000221,0
1982-12-01,55.131,0,0
1982-12-02,55.131,0.000311,0
1982-12-03,55.131,0,0
1982-12-04,55.131,0,0
1982-12-05,55.398,0,0
1982-12-06,55.755,0,0
1982-12-07,56.022,0.00021,0
1982-12-08,54.242,0,0
1982-12-09,63.134,0,0
1982-12-10,63.134,0,0
1982-12-11,64.024,0,0
1982-12-12,61.623,0.00007,0
1982-12-13,58.778,0.00314,0
1982-12-14,56.022,0,0
1982-12-15,55.487,0,0
1982-12-16,60.735,0,0
1982-12-17,64.024,0,0
1982-12-18,57.8,0.001107,0
1982-12-19,50.953,0,0
1982-12-20,55.755,0,0
1982-12-21,60.467,0,0
1982-12-22,64.024,0.006892,0
1982-12-23,76.473,0,0
1982-12-24,77.363,0,0
1982-12-25,77.363,0,0
1982-12-26,77.363,0,0
1982-12-27,75.495,0.000252,0
1982-12-28,73.805,0,0
1982-12-29,72.027,0.000201,0
1982-12-30,70.249,0.000616,0
1982-12-31,68.47,0,0
1983-01-01,95.147,0,0
1983-01-02,86.254,0,0
1983-01-03,85.099,0.001723,0
1983-01-04,84.03,0,0
1983-01-05,84.743,0,0
1983-01-06,69.981,0.000871,0
1983-01-07,74.694,0,0
1983-01-08,72.916,0.001037,0
1983-01-09,66.692,0,0
1983-01-10,66.426,0,0
1983-01-11,66.069,0,0
1983-01-12,64.912,0,0
1983-01-13,66.692,0,0
1983-01-14,67.581,0,0
1983-01-15,72.027,0,0
1983-01-16,69.715,0,0
1983-01-17,67.047,0,0
1983-01-18,64.29,0.000278,0
1983-01-19,61.356,0,0
1983-01-20,57.8,0.000182,0
1983-01-21,48.907,0,0
1983-01-22,57.8,0,0
1983-01-23,56.022,0.000582,0
1983-01-24,69.092,0.00012,0
1983-01-25,69.092,0,0
1983-01-26,73.45,0,0
1983-01-27,78.251,0,0
1983-01-28,76.473,0,0
1983-01-29,73.805,0,0
1983-01-30,69.358,0,0
1983-01-31,67.847,0,0
1983-02-01,66.426,0,0
1983-02-02,64.912,0,0
1983-02-03,61.356,0.000225,0
1983-02-04,72.916,0,0
1983-02-05,78.962,0,0
1983-02-06,69.358,0,0
1983-02-07,69.981,0,0
1983-02-08,71.405,0,0
1983-02-09,72.916,0,0
1983-02-10,72.916,0,0
1983-02-11,72.916,0,0
1983-02-12,73.538,0,0
1983-02-13,69.715,0,0
1983-02-14,71.227,0,0
1983-02-15,72.472,0,0
1983-02-16,73.983,0,0
1983-02-17,76.651,0.00041,0
1983-02-18,81.808,0.001404,0
1983-02-19,88.033,0,0
1983-02-20,87.41,0,0
1983-02-21,82.431,0,0.000001
1983-02-22,77.363,0,0
1983-02-23,72.027,0.001364,0
1983-02-24,72.027,0,0
